/home/tiger/APKvir/de.is24.android.apkAPI: 11	 API Rate:27.5	 permission51.4285714286
/home/tiger/APKvir/Fakeupdate_9258022182579F07AAAC0C74790E56D0.apkAPI: 19	 API Rate:27.1428571429	 permission42.7586206897
/home/tiger/APKvir/IQAgent.apkAPI: 14	 API Rate:35.0	 permission50.0
/home/tiger/APKvir/com.adobe.air.apkAPI: 11	 API Rate:27.5	 permission51.4285714286
/home/tiger/APKvir/appinventor.ai_T10D78.CallOfDutyZombies-1-1.3.apkAPI: 2	 API Rate:10.0	 permission30.0
/home/tiger/APKvir/de.tvspielfilm.apkAPI: 11	 API Rate:27.5	 permission51.4285714286
/home/tiger/APKvir/ru.blogspot.playsib.savageknife.apkAPI: 13	 API Rate:26.0	 permission31.8181818182
/home/tiger/APKvir/vksafe.apkAPI: 22	 API Rate:44.0	 permission65.7142857143
/home/tiger/APKvir/Godwon_C11FC7207BFBDB91E35B6C285FE0934F.apkAPI: 12	 API Rate:30.0	 permission56.6666666667
/home/tiger/APKvir/com.mxtech.videoplayer.ad.apkAPI: 11	 API Rate:27.5	 permission51.4285714286
/home/tiger/APKvir/com.Cut.the.Rope_151207.apkAPI: 2	 API Rate:10.0	 permission57.1428571429
/home/tiger/APKvir/com.google.android.youtube.apkAPI: 11	 API Rate:27.5	 permission51.4285714286
/home/tiger/APKvir/sber.apkAPI: 22	 API Rate:44.0	 permission65.7142857143
/home/tiger/APKvir/Systemmanager.apkAPI: 22	 API Rate:27.5	 permission41.724137931
/home/tiger/APKvir/com.sancronringtones.funnysmssb.apkAPI: 11	 API Rate:27.5	 permission51.4285714286
/home/tiger/APKvir/XT857ee29d88796e1f1b7b440dc9eadc77.apkAPI: 8	 API Rate:40.0	 permission43.3333333333
/home/tiger/APKvir/com.whatsapp.apkAPI: 11	 API Rate:27.5	 permission51.4285714286
/home/tiger/APKvir/Newfpwap_com_liveprintslivewallpaper.apkAPI: 8	 API Rate:40.0	 permission41.4285714286
/home/tiger/APKvir/appinventor.ai_joopdamen91.dont_thouch_lite-b9430d8cc42230938a353a4b3e4c92f3.apkAPI: 2	 API Rate:10.0	 permission15.0
/home/tiger/APKvir/Godwon_79309179DB63D2B505398ABCB4DD1AE0.apkAPI: 8	 API Rate:40.0	 permission40.0
/home/tiger/APKvir/Fakemart_27CFDF25ECAE75342A21230D19151939.apkAPI: 2	 API Rate:10.0	 permission65.7142857143
/home/tiger/APKvir/E7F0656486EEBFD9AB236451FD980BD4.apkAPI: 8	 API Rate:16.0	 permission16.1538461538
/home/tiger/APKvir/simhosy_6B2D0948A462431D93A2035A82AF6CB5.apkAPI: 17	 API Rate:34.0	 permission45.0
/home/tiger/APKvir/com.dropbox.android.apkAPI: 11	 API Rate:27.5	 permission51.4285714286
/home/tiger/APKvir/4B7450406A38B522E69DE1426604BF7F.apkAPI: 8	 API Rate:16.0	 permission16.1538461538
/home/tiger/APKvir/uk.co.exelentia.wikipedia.apkAPI: 11	 API Rate:27.5	 permission51.4285714286
/home/tiger/APKvir/mms475843.apkAPI: 15	 API Rate:37.5	 permission54.2857142857
/home/tiger/APKvir/appinventor.ai_T10D78.ZombieHighway-1-1.7.apkAPI: 2	 API Rate:10.0	 permission30.0
/home/tiger/APKvir/appinventor.ai_T10D78.GlobalWarRiot-1-1.7.apkAPI: 2	 API Rate:10.0	 permission30.0
/home/tiger/APKvir/com.uu-1.apkAPI: 21	 API Rate:35.0	 permission48.4615384615
/home/tiger/APKvir/com.adobe.flashplayer.apkAPI: 11	 API Rate:27.5	 permission51.4285714286
/home/tiger/APKvir/instagram.apkAPI: 6	 API Rate:60.0	 permission46.6666666667
/home/tiger/APKvir/com.app.lotte.auth-1.apkAPI: 11	 API Rate:36.6666666667	 permission53.3333333333
/home/tiger/APKvir/67D85DFE26CDA45402CDAC3456D8A863.apkAPI: 18	 API Rate:25.7142857143	 permission20.7692307692
/home/tiger/APKvir/kr.sira.sound.apkAPI: 11	 API Rate:27.5	 permission51.4285714286
/home/tiger/APKvir/F1AA24C1641471F5FBEF08AE56A53FB4.apkAPI: 18	 API Rate:25.7142857143	 permission20.7692307692
/home/tiger/APKvir/淘宝宝贝分享图.apkAPI: 6	 API Rate:60.0	 permission78.0
/home/tiger/APKvir/11A7767BFE4926458EC84385214B82C9.apkAPI: 8	 API Rate:16.0	 permission14.5
